,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
7735,s7736,Movie,Philadelphia,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",United States,"July 1, 2019",1993,PG-13,126 min,"Classic Movies, Dramas, LGBTQ Movies",Philadelphia attorney Andrew Beckett launches a wrongful termination suit against his law firm when they fire him because he's gay and HIV-positive.
7739,s7740,Movie,Phullu,Abhishek Saxena,"Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi",India,"December 31, 2019",2017,TV-14,96 min,"Dramas, Independent Movies, International Movies","Struck by the lack of clean resources for menstruating women in his village, a jobless loafer braves social stigmas to create low-cost sanitary napkins."
7742,s7743,Movie,Pimpal,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",India,"November 15, 2018",2017,TV-PG,92 min,"Dramas, Independent Movies, International Movies","As a lonely widower prepares to leave India to live with his children in America, he looks back on past memories and unfinished business."
7744,s7745,Movie,Pitaah,Mahesh Manjrekar,"Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth",India,"March 1, 2018",2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals","Thakur Avadh is an evil landlord in a remote village who rules with an iron fist. His two sons live a debauched life, knowing that their father will bail them out of any scrape."
7745,s7746,Movie,"Pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro","Héctor Anglada, Jorge Sesán, Pamela Jordán, Adrián Yospe, Daniel Di Biase, Walter Díaz, Martín Adjemián, Elena Cánepa, Rubén Rodríguez, Tony Lestingi, Alejandro Pous",Argentina,"March 15, 2018",1998,TV-MA,81 min,"Dramas, International Movies",A group of hardscrabble young thieves in Argentina decide to leave their boss and plan heists on their own.
7746,s7747,Movie,"Plaire, aimer et courir vite",Christophe Honoré,"Vincent Lacoste, Pierre Deladonchamps, Denis Podalydès, Adèle Wismes, Thomas Gonzalez, Clement Metayer, Quentin Thébault, Tristan Farge, Sophie Letourneur",France,"July 13, 2019",2018,TV-MA,133 min,"Dramas, Independent Movies, International Movies","When a Paris-based writer with AIDS meets a college student exploring his sexuality, romance blossoms in his waning days."
7750,s7751,Movie,Planetarium,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel","France, Belgium","January 1, 2018",2016,TV-MA,108 min,"Dramas, International Movies","In pre-World War II France, two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker."
7751,s7752,Movie,Platoon,Oliver Stone,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David","United States, United Kingdom","November 1, 2020",1986,R,120 min,"Action & Adventure, Classic Movies, Dramas",A soldier grows disillusioned as he's caught between rival sergeants in this semi-autobiographical Vietnam War drama from writer-director Oliver Stone.
7752,s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",United States,"December 1, 2017",1980,TV-14,149 min,Dramas,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers."
7757,s7758,Movie,Porto,Gabe Klinger,"Anton Yelchin, Lucie Lucas, Françoise Lebrun, Paulo Calatré","Portugal, France, Poland, United States","April 16, 2018",2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies","In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later."
7758,s7759,Movie,Postcards from London,Steve McLean,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura",United Kingdom,"February 19, 2019",2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies","After being recruited to be a raconteur in London, a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art."
7759,s7760,TV Show,Powder,,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",India,"February 15, 2018",2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Two men who grew up in Mumbai's slums are drawn into the city's brutal narcotics trade, where they fight on opposite sides of the law."
7789,s7790,Movie,Prague,Ashish R. Shukla,"Chandan Roy Sanyal, Elena Kazan, Kumar Mayank, Sonia Bindra, Arfi Lamba","India, Switzerland","December 1, 2017",2013,TV-MA,106 min,"Dramas, Independent Movies, International Movies",The chaotic ramblings of a young architect's mind take hold of his life as he leaves behind his past in India to work in Prague.
7793,s7794,Movie,Primal Fear,Gregory Hoblit,"Richard Gere, Edward Norton, Laura Linney, John Mahoney, Alfre Woodard, Frances McDormand, Terry O'Quinn, Andre Braugher, Steven Bauer, Joe Spano, Kenneth Tigar, Tony Plana, Maura Tierney, Stanley Anderson",United States,"December 1, 2019",1996,R,131 min,"Dramas, Thrillers","When a blood-spattered altar boy is found running from a murder scene, his conviction seems certain – but his attorney is determined to win the case."
7796,s7797,Movie,Princess Cyd,Stephen Cone,"Tyler Ross, Rebecca Spence, James Vincent Meredith",United States,"February 5, 2018",2017,TV-MA,97 min,"Dramas, Independent Movies, LGBTQ Movies",A teenager moves to Chicago for the summer and finds a poignant mentor in her aunt and a sweet love interest in a girl who works in the neighborhood.
7801,s7802,Movie,Pukar,Rajkumar Santoshi,"Anil Kapoor, Madhuri Dixit, Namrata Shirodkar, Danny Denzongpa, Om Puri, Kulbhushan Kharbanda, Farida Jalal, Shivaji Satham",India,"March 1, 2018",2000,TV-14,165 min,"Action & Adventure, Dramas, International Movies",A notorious terrorist manipulates an Indian army major's jilted lover into helping him obtain a classified military code.
7802,s7803,Movie,Pulp Fiction,Quentin Tarantino,"John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis",United States,"January 1, 2019",1994,R,154 min,"Classic Movies, Cult Movies, Dramas","This stylized crime caper weaves together stories featuring a burger-loving hit man, his philosophical partner and a washed-up boxer."
7803,s7804,Movie,Punjab 1984,Anurag Singh,"Diljit Dosanjh, Kiron Kher, Sonam Bajwa, Pavan Malhotra, Rana Ranbir, Vishwas Kini, Manav Vij, Vansh Bhardwaj","Canada, India","November 1, 2017",2014,TV-14,158 min,"Dramas, International Movies","During a time of political turmoil, a mother goes on a journey in search of her missing son, who has been misjudged and labeled a terrorist."
7805,s7806,Movie,Pyaar Ka Punchnama,Luv Ranjan,"Kartik Aaryan, Divyendu Sharma, Raayo S. Bakhirta, Nushrat Bharucha, Sonalli Sehgall, Ishita Raj",India,"May 1, 2017",2011,TV-14,149 min,"Comedies, Dramas, International Movies",Matters of the heart introduce chaos into the once-idyllic bachelor existence of three young men who share an apartment.
7806,s7807,TV Show,Pyaar Tune Kya Kiya,,"Meiyang Chang, Surbhi Jyoti",India," June 1, 2017",2014,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","From teen lovers defying social and religious taboos to a student falling for her teacher, these stories explore joy and heartache in modern romance."
7811,s7812,Movie,Queen of the Desert,Werner Herzog,"Nicole Kidman, James Franco, Damian Lewis, Jay Abdo, Robert Pattinson, Jenny Agutter, David Calder, Christopher Fulford, Nick Waring, Holly Earl, Sophie Linfield","United States, Morocco","April 6, 2019",2015,PG-13,128 min,Dramas,"Driven beyond the bounds of convention, adventurer Gertrude Bell leaves turn-of-the-century Britain behind for the deserts of the Middle East."
7815,s7816,TV Show,Rab Se Sohna Isshq,,"Ekta Kaul, Ashish Sharma, Kanan Malhotra, Sukirti Kandpal",,"June 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complex love triangle goes horribly wrong in this epic, multigenerational saga involving romance, revenge, mistaken identity and amnesia."
7817,s7818,Movie,Rachel Getting Married,Jonathan Demme,"Anne Hathaway, Rosemarie DeWitt, Debra Winger, Bill Irwin, Tunde Adebimpe, Mather Zickel, Anna Deavere Smith, Anisa George, Robyn Hitchcock, Sister Carol East, Sebastian Stan",United States,"September 1, 2019",2008,R,113 min,"Dramas, Independent Movies",Longstanding family conflicts resurface when a former model who's been in and out of rehab for a decade returns home for her sister's wedding.
7819,s7820,Movie,Radiopetti,Hari Viswanath,"Lakshmanan, TVV Ramanujam, Shobana, Nivas Adithan, Indhumathi, Baby Maya, Master Rohan",India,"January 1, 2017",2015,TV-PG,83 min,"Dramas, International Movies","An elderly, hearing-impaired Indian man stays connected to the world of the past through the beloved valve radio he has owned since childhood."
7820,s7821,Movie,Raging Bull,Martin Scorsese,"Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent, Nicholas Colasanto, Theresa Saldana, Mario Gallo, Frank Adonis, Joseph Bono",United States,"October 1, 2019",1980,R,129 min,"Classic Movies, Dramas, Sports Movies","This gritty biopic of brutal boxer Jake LaMotta portrays a tormented soul rising to the top of his sport, only to be undone by his demons."
7821,s7822,Movie,Rahasya,Manish Gupta,"Kay Kay Menon, Ashish Vidyarthi, Tisca Chopra, Mita Vashisht, Bikramjeet Kanwarpal, Ashwini Kalsekar, Kunal Sharma, Nimai Bali",India,"March 1, 2018",2015,TV-14,117 min,"Dramas, International Movies","The murder of a teenage girl found dead in her bedroom opens up a twisted investigation that leads into a dark, murky labyrinth of secrets and lies."
7824,s7825,Movie,Raja Hindustani,Dharmesh Darshan,"Aamir Khan, Karisma Kapoor, Suresh Oberoi, Johnny Lever, Navneet Nishan, Veeru Krishnan, Kunal Khemu, Pramod Moutho, Mohnish Bahl",India,"May 1, 2017",1996,TV-14,177 min,"Dramas, International Movies, Romantic Movies","When a poor taxi driver falls in love with a wealthy young woman, he must stand up to her family and contend with his own insecurities."
7825,s7826,Movie,Rajnigandha,Basu Chatterjee,"Vidya Sinha, Amol Palekar, Dinesh Thakur, Ranjita Thakur, Veena Gaud, Manju Maini",India,"December 31, 2019",1974,TV-PG,104 min,"Comedies, Dramas, Independent Movies","A grad student leaves her boyfriend in Delhi for a job interview in Mumbai, where she reconnects with an old flame for whom she still has feelings."
7827,s7828,Movie,Ram Teri Ganga Maili,Raj Kapoor,"Mandakini, Rajiv Kapoor, Divya Rana, Saeed Jaffrey, Kulbhushan Kharbanda, Raza Murad, Sushma Seth, Trilok Kapoor",India,"December 31, 2019",1985,TV-14,178 min,"Classic Movies, Dramas, International Movies","Abandoned by her new husband and father of her son, a mountain woman journeys to Calcutta to find him, constantly tested by social evils along the way."
7828,s7829,TV Show,Ramayan,,"Gagan Malik, Neha Sargam, Neil Bhatt",India,"April 1, 2018",2012,TV-14,1 Season,"International TV Shows, TV Dramas",A prince's divine destiny to rule as a king is thwarted by his stepmother's scheme to put her own child on the throne in this legendary epic.
7829,s7830,Movie,Ramen Shop,Eric Khoo,"Takumi Saitoh, Seiko Matsuda, Mark Lee, Jeanette Aw, Tsuyoshi Ihara, Tetsuya Bessho, Beatrice Chien","Singapore, Japan, France","July 31, 2019",2018,TV-PG,90 min,"Dramas, International Movies",Ramen chef Masato travels to Singapore to retrace his mother's life and finds a deeper understanding of his family history and culture.
7830,s7831,Movie,Ramji Londonwaley,Sanjay Dayma,"Madhavan, Samita Bangargi, Harsh Chhaya, Rajendranath Zutshi, Shikha Shalu Varma, Satish Shah, Akhilendra Mishra",India,"December 31, 2019",2005,TV-14,154 min,"Comedies, Dramas, International Movies","A small-town cook moves to London to earn a living, but from his employer’s sudden death to the immigration officials on his trail, plans soon go sour."
7833,s7834,Movie,Rangreza,Amir Mohiuddin,"Urwa Hocane, Bilal Ashraf, Gohar Rasheed, Saleem Mairaj, Ghana Ali, Shahid Naqvi",Pakistan,"August 1, 2018",2017,TV-14,126 min,"Dramas, International Movies, Music & Musicals","A high-flying rock star and son of a politician falls for a woman from a qawwal family, leading to a love triangle that may consume everyone involved."
7835,s7836,TV Show,Razia Sultan,,"Pankhuri Awasthy, Saurabh Pandey, Rohit Purohit, Sooraj Tapar, Mohit Abrol, Seema Kapoor",India,"April 1, 2017",2015,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","This sweeping historical drama charts the rise of a remarkable real-life figure, the first woman to ever rule the Delhi Sultanate."
7836,s7837,Movie,Reaction,Husam El-Gohari,"Mahmoud Abdel Moghny, Amr Youssef, Horeya Farghaly, Mahmoud El Gendy, Entessar, Donia El Masry, Sabry Abdel Moniem, Raouf Mustafa, Alaa Zenhom",Egypt,"June 20, 2019",2011,TV-14,99 min,"Dramas, International Movies","When a series of seemingly random people are murdered, baffled police search for a killer who may have a connection to them all."
7838,s7839,TV Show,Reality of Dream,,"Sean Jindachot, Jintanutda Lummakanon, Charebelle Lanlalin, Aon Korakot Tunkaew, Attaporn Teemakorn, Rath Rattasin Nalintanapat, Ak Akarat, Geng Wayo Assawarungruang, Pemy Peramin Thabkaew",,"July 31, 2018",2015,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Five friends from college chase their post-grad dreams of becoming a successful writer, film director, singer, rich wife and out-and-proud hair stylist."
7839,s7840,Movie,Rebel Without a Cause,Nicholas Ray,"James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt",United States,"November 1, 2019",1955,PG-13,111 min,"Classic Movies, Dramas","When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato."
7841,s7842,Movie,Recall,Michael James Regan,"Michael James Regan, Tommy James Murphy, Louis Di Bianco, Stefano DiMatteo, Juan Carlos Velis, Katriina Isberg, Danny Bruzzi, Eugene Clark, Ronnie Rowe Jr., Brendee Green, A.C. Peterson",Canada,"June 25, 2019",2018,TV-MA,73 min,Dramas,"Struggling to move on from a heartbreaking loss, Mikey is drawn into a dangerous underworld robbery orchestrated by his unreliable stepbrother Dale."
7842,s7843,TV Show,Rectify,,"Aden Young, Abigail Spencer, J. Smith-Cameron, Clayne Crawford, Luke Kirby, Adelaide Clemens, Jake Austin Walker, Jayson Warner Smith, Bruce McKinnon, J.D. Evermore, Michael O'Neill, Sean Bridgers, Johnny Ray Gill, Sharon Conley, Michael Vartan",United States,"March 4, 2017",2016,TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question."
7845,s7846,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,"Shantilal Mukherjee, Mumtaz Sorcar, Rahul, Koushik Sen, Rajesh Sharma, Debdut Ghosh, Anindya Banerjee, Amitabha Bhattacharjee, Usashi Chakraborty, Dipankar Dey",India,"September 15, 2018",2017,TV-14,112 min,"Dramas, International Movies","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
7849,s7850,Movie,Regatta,Mohamed Samy,"Amr Saad, Ilham Shaheen, Rania Yousef",Egypt,"May 9, 2019",2015,TV-MA,100 min,"Action & Adventure, Dramas, International Movies",Inside one of Cairo's most impoverished areas exists a place where criminals control everything and everyone.
